ID,dnu_syd
199,69.6462030970134
166,97.37895193077615
247,0.9111620492011008
137,112.96022085947271
50,0.1114084601643267
236,2.196338214668156
258,0.4655282085437938
24,0.187007058132977
230,4.917887741539566
109,123.95384855354538
148,107.11923444800016
56,0.0994718394324345
111,123.20979919459076
206,59.3051106696175
23,0.1909859317102744
178,88.93578219975112
240,1.5517606951459797
118,120.55589051853342
28,0.1710915638237874
162,99.73046621495892
61,0.0915140922778398
210,52.64447630122168
260,0.4297183463481174
121,119.39405943396258
215,36.31120026641592
186,82.85606337364071
193,75.99250645280273
134,114.2095871627441
256,0.5092958178940651
91,0.0557042300821633
51,0.1114084601643267
225,6.9988386224660974
241,1.336901521971921
115,121.70180610879508
39,0.135281701628111
125,117.82240437093012
92,0.0557042300821633
45,0.1233450808962188
144,109.00522052363912
226,5.602253996834716
69,0.0795774715459476
251,0.6485563930994735
29,0.1671126902464901
44,0.1233450808962188
76,0.0676408508140555
78,0.0676408508140555
71,0.0755985979686502
89,132.24582108863314
190,78.6145841402417
94,0.0557042300821633
175,90.96500772417278
14,0.2427112882151404
252,0.6167254044810945
77,0.0676408508140555
129,116.23085494001116
59,0.0954929658551372
18,0.2148591731740587
248,0.8554578191189375
181,86.77923272085593
26,0.1790493109783822
130,115.82898870870412
90,0.0596831036594607
107,124.6899401653454
27,0.1750704374010848
46,0.1193662073189215
52,0.1074295865870293
65,0.0875352187005424
1,47.95736322716536
244,1.0822536130248883
194,75.04951341498325
128,116.6287422977409
83,0.0636619772367581
15,0.2347535410605456
37,0.1392605752054084
16,0.2267957939059508
104,125.78015152552489
127,117.02662965547064
250,0.7719014739956924
34,0.1472183223600031
239,1.6950001439286853
47,0.1193662073189215
245,1.0185916357881302
117,120.94184125553129
141,110.34610091918832
132,115.02127737251276
113,122.45779208848155
227,4.949718730157945
36,0.1432394487827058
58,0.0954929658551372
198,70.81599192873882
122,119.00412982338744
188,80.23398568620173
259,0.4456338406573069
146,108.07416410655154
192,76.89968962842653
147,107.60067815085314
219,22.88250194303725
96,129.72719411420388
160,100.86046631091138
97,129.35317999793793
164,98.56863513038807
216,32.87743236920828
84,0.0636619772367581
68,0.083556345123245
108,124.31990492265676
191,77.77106294185465
13,0.2466901617924377
140,111.69493906189214
242,1.2374296825394862
203,63.91662514570517
214,39.740989290046265
62,140.54973024445275
95,0.0557042300821633
169,95.53673346448748
237,2.013310030112476
55,0.1034507130097319
154,104.10324827640872
98,127.91680663653358
6,0.3700352426886567
163,99.1535295462508
196,73.02824563771618
12,0.3023943918746011
105,125.41807402999082
64,0.0875352187005424
66,0.0875352187005424
106,125.05599653445675
234,2.821021366303845
124,118.21631285508256
139,112.12067853466296
249,0.8116902097686662
201,66.52278733883496
168,96.15743774254588
212,46.67218706169831
110,123.58381331085673
228,4.635387717551452
70,0.0795774715459476
185,83.67969020414127
229,4.3767609350271215
143,109.45881211145102
255,0.5371479329351467
35,0.1472183223600031
8,0.3421831276475749
171,93.50352906648853
183,85.26328188790563
165,97.97578296737078
7,0.3580986219567645
60,0.0954929658551372
205,60.825040376145104
74,0.0716197243913529
195,74.06275276781349
114,122.0837779722156
81,0.0636619772367581
63,0.0915140922778398
213,43.23046141733607
33,0.1511971959373005
31,0.1591549430918953
172,92.88680366200742
43,0.1273239544735162
156,103.04486790484764
79,0.0636619772367581
246,0.9668662792832642
138,112.54243913385648
2,0.4138028520389278
209,55.17503989638281
103,126.14222902105897
38,0.135281701628111
187,82.02049992240826
189,79.43423209716497
93,0.0557042300821633
208,57.31169500739151
85,0.0596831036594607
136,113.39391807939812
32,0.1551760695145979
231,4.2016904976260365
149,106.63381187156988
223,10.245599461540763
161,100.29944513651245
222,12.915423631907307
120,119.78398904453772
238,1.8302818455567964
21,0.1989436788648691
20,0.2029225524421665
67,0.083556345123245
233,3.1830988618379066
101,126.85842626497248
207,58.26264579236559
157,102.5116988454898
49,0.1153873337416241
151,105.63909347724554
48,0.1153873337416241
224,8.093028856222878
145,108.54367118867262
257,0.4894014500075782
57,0.0994718394324345
82,134.38645507321914
40,0.1313028280508136
177,89.62810620220085
5,0.3819718634205488
4,0.3978873577297383
200,67.6687029290966
211,49.78366619914486
99,127.5666657617314
182,86.03120448832402
221,16.25767743683711
25,0.1830281845556796
232,3.628732702495214
135,113.80374205785976
235,2.4111973878422144
243,1.1578522109935383
217,29.523241943546584
152,105.13377653292876
80,0.0636619772367581
155,103.57803696420548
126,117.4245170132004
176,90.3045147103414
218,26.149157149998405
9,0.3342253804929802
42,147.0591674169113
184,84.47944379317805
220,19.6198256096534
180,87.51532433265595
75,0.0716197243913529
30,0.1631338166691927
159,101.417508611733
202,65.27739990914087
3,159.230541689864
131,115.42712247739708
150,106.140431547985
116,121.32381311895182
112,122.83578507832482
204,62.42056868064135
197,71.9459920246913
53,0.1074295865870293
19,0.2069014260194639
179,88.23152157656948
174,91.61754299084956
87,0.0596831036594607
100,127.21254601335194
153,104.6205018414574
102,126.50032764301572
119,120.16993978153558
10,0.322288759761088
167,96.77018427344966
11,0.3143310126064933
170,94.9080714392745
